0.001, 100, 0.0008662040409999998, 0.0001017696407412139, 7.512307482878843e-05
0.005, 100, 0.004331020204999999, 0.0005088482037060695, 0.00037561537414394216
0.01, 100, 0.008662040409999999, 0.001017696407412139, 0.0007512307482878843
0.05, 100, 0.04331020204999999, 0.005088482037060695, 0.0037561537414394215
0.1, 100, 0.08662040409999998, 0.01017696407412139, 0.007512307482878843
0.5, 100, 0.43310202049999985, 0.05088482037060695, 0.03756153741439421
1, 100, 0.8662040409999997, 0.1017696407412139, 0.07512307482878842
5, 100, 4.331020204999999, 0.5088482037060695, 0.37561537414394214
10, 100, 8.662040409999998, 1.017696407412139, 0.7512307482878843
2.5, 200, 1.0827550512499997, 0.12721205092651738, 0.09390384353598553
